date,name,comment,rating
2024-02-17,अमित पाटीदार,Best,5.0
2024-02-16,shealthiel kothapally,Website not Responding Very Bad,1.0
2024-02-16,Arnav Upadhayay,Good,5.0
2024-02-16,Manju Jain,Very Useful,5.0
2024-02-16,Ravikumar Mangalampalli,Very good,1.0
2024-02-15,rajkumar rajkumar,Ok,5.0
2024-02-15,Priti Pradhan,Thankyou,5.0
2024-02-14,ketranjit rajkumar,Need to improve so much,2.0
2024-02-14,p akambaram,Super,5.0
2024-02-14,Anonymous Anonymous,Useless application it only shows something went wrong,1.0
2024-02-14,Jyoti Prasad Das,"After ""Your Health Your Choice"" message, only two other messages pops up, they are, ""Timeout"" and ""Token Verification Failed"". Great going guyz. Thank you.",1.0
2024-02-13,manish nayak,Excellent,5.0
2024-02-13,Dr. Herold Christopher (Hakki),Good,3.0
2024-02-13,Rajesh Teppala,Give examples with indian names.,3.0
2024-02-13,Supriya Ravuri,Excellent,1.0
2024-02-10,RATAN MANI,Ok,5.0
2024-02-10,Rukshana Khatoon,Thank,5.0
2024-02-09,gautam kumar,Good app,5.0
2024-02-09,Hrushi Majhi,"These are very useless apps. I tried again and again to log in through the application, using my mobile number, Aadhaar, ID and health ID, but I was never able to log in even once. These are very useless apps. Don't let anyone install that application and don't waste your time. Apps is not working",1.0
2024-02-09,Ahsan Ghanchi,Nice,5.0
2024-02-09,Deepak Mule,Tik hain,4.0
2024-02-09,Rohit Parajpti,♥️♥️♥️,3.0
2024-02-08,Ravi kanha mangalampalli,very good 👍,3.0
2024-02-08,bb chettri,good looking,5.0
2024-02-07,589vlog,Good app,5.0
2024-02-07,IMTIYAZ SAYYAD,Best hai,3.0
2024-02-07,yugal SAHU,Very disappointing app for emergency and the code which are given to the hospitals are mostly invalid at the moment.,1.0
2024-02-07,Prathap Reddy,Goid,4.0
2024-02-07,Hetal chauhan,Superb App,5.0
2024-02-06,Laxmansingh Kalwa,Laxman Singh Kalwa,5.0
2024-02-06,Mohd Amir Khan,Good apps Good Health,5.0
2024-02-06,Prabhat Kumar,Good 👍👍👍👍 bahut hi badhiya work kar raha hai app,4.0
2024-02-06,RAVI V V,Very useful,4.0
2024-02-06,GGMOHAN GUNARAJ,Super,5.0
2024-02-05,कार्तिक सिंह,मस्त है आप का काम,4.0
2024-02-05,ALONE HUMANS,App not working T B supru hospital belly prayagraj not use thise they using private apps,1.0
2024-02-05,Hemant Bhanshali,"I linked abha number with abha address but, Linked abha number not shown in profile, and everytime i open app , pop up is there to link abha number with abha address.",3.0
2024-02-05,janga Vikas,Good,5.0
2024-02-04,Piyusha Waghmare,Good,1.0
2024-02-04,Ranajyoti Dutta,"Pathetic app and website experience. Can't register a grievance - either OTP not accepted or invalid ABHA ID. Multiple ABHA addresses linked to the same number, no option to delete them.",1.0
2024-02-04,Putul Devi,Very useful app,5.0
2024-02-04,Maria,"Good, ßut unable to delete & deactivate account",3.0
2024-02-04,manjunath mirali,Good,4.0
2024-02-04,D.Shiva Reddy,Good motivated App for needy persons,5.0
2024-02-03,himanshu pal,Useless app I wanted to revoke the consent of driefcase app which by default has complete access my health records. How can government authorise such apps which do not even show what permissions you are giving to them. Modi ji should use this app and fire NHA CEO. CAG should audit this app all of their API time out and nothing works.,1.0
2024-02-03,Krishnarao Vithal Joshi,Very nicely app,5.0
2024-02-03,Mohd Tayab,This aap is very good aap,5.0
2024-02-03,VIVEK KOLVEKAR,Very nice app 👌,5.0
2024-02-03,Santosh Official,best Apps,1.0
2024-02-02,Muskan Shaikh,This app doesn't work properly every time there is system error.,1.0
2024-02-02,Sukhjeet Kour (Simmi),Valueable aap,5.0
2024-02-02,Monojit Porey,Great for all citizens,5.0
2024-02-01,Aditya Kumar,Mast,5.0
2024-02-01,Abdul Majid,Add the function of deleting profile.,3.0
2024-02-01,manyala nagendrakumar,Good,4.0
2024-02-01,Sunil Tiwari,Address editing mein application crash ho raha hai please fix the issue,1.0
2024-01-31,RAMESH KASHAPOGU,Good,1.0
2024-01-31,Veer Makhija,Best AAp,5.0
2024-01-31,Bipin Singh,Useless app never fetches the report,1.0
2024-01-31,Amit Khade,Useless app...,1.0
2024-01-30,mrmariyanmaurya mmm,Very very bad open and update abha number,1.0
2024-01-30,Kunwarjeet Kumar,Very nice 👍,5.0
2024-01-30,Anil Saini,Don't open,1.0
2024-01-30,Laxmi Gas Company,Third class's app,1.0
2024-01-30,Gurpreet Singh,Very helpful app thanks ABHA,5.0
2024-01-30,Shuvam Pandey,💔,1.0
2024-01-30,Somlata Chaurasia,App not open . Very poor service,1.0
2024-01-29,Neela Thakur,Very good app,5.0
2024-01-29,Rishabh Sharma,"Worst app, doesn't even open.",1.0
2024-01-29,Anosh Ejaz,Super,5.0
2024-01-29,Kharkwal DJ,Good work,5.0
2024-01-29,Madhu Kushwaha,App not working It is showing that unable to start due to the internet connection,1.0
2024-01-29,ladu patro,Good 5 star,5.0
2024-01-29,Official Statistics,Doesn't work properly,1.0
2024-01-29,vilas ambure,👨👨👨👨,5.0
2024-01-29,GAJENDRA MANE,Abha app not starting. I'm in tembha hospital right now. Abha fooling to people. Always reply network problem. All apps are running smoothly,5.0
2024-01-29,Gateway Heaven BK,"Very bad service, not open, only for show",1.0
2024-01-29,Raj Kumar,Worst app . Didn't evn start after trying multiple times,1.0
2024-01-29,Lakshmi Ipparla,V.lakshmi,2.0
2024-01-29,Anita hans Anita hans,A 7I 7,5.0
2024-01-29,Shantnu Martial Art Club,Good,5.0
2024-01-29,Aadil Tantry,When I open this app it goes back by its on. While I tried many times. Please Solve my problem.,1.0
2024-01-29,Mo. Rauf,Poor application,5.0
2024-01-29,Manjunatha Madanapu,Super,5.0
2024-01-29,Er.Deepak Rathore,Great Experience of abha app,5.0
2024-01-28,Deepak Salian,"I have already created my account in this app & even my app is updated but now when i try to open it, it is not opening why what is the reason",1.0
2024-01-28,Prafulla Kumar Sahu,Uninstalled immediately. Cannot run because it always gives error that could not start due to internet connection.,1.0
2024-01-28,Adil Amin,This app was working fine ... Now it crashes and doesn't even open,1.0
2024-01-28,pramod singh Patel,Nice,5.0
2024-01-28,Baharul Islam,Very bed aap,1.0
2024-01-28,Varsha Palyekar,Useless app don't evn open after installing.,1.0
2024-01-28,Bhat Subzar,Didn't open,1.0
2024-01-28,Ramesh Komaty,useless app,1.0
2024-01-28,JOGINDER SINGH,Good to avoid Queue in hospitals,4.0
2024-01-28,Urgent printers,App not starting. Says unable to to start app due to network connection even though my internet is working.,1.0
2024-01-28,Naveen T,Not working...everytime facing issue..,1.0
2024-01-28,Rahul Prajapati,Unable to start due to network error in app. Not working any mobile,1.0
2024-01-28,Bala Chandar,Third class app - which doesn't even launch. Only my Indian government can create,1.0
2024-01-28,Sudhir Kumar,Nice aoo,5.0
2024-01-28,Ibrahim Kuttay,It's a worst app and it won't open,1.0
2024-01-28,Ansh R,Useless App horrible,1.0
2024-01-28,Paulose Kaniyattu mathew,Good app,5.0
2024-01-28,Mangalampalli Ravikumar,Very good,1.0
2024-01-28,Nitesh Kant,Very nice,5.0
2024-01-28,Sewa Devi Rizal,Good,2.0
2024-01-28,Bablu Sharma,Oppn nahi ho raha he,1.0
2024-01-28,Gaurav Patil,Open hi nhi hota he,1.0
2024-01-28,Dharmendra Kumar,It's not. It's show not open due to network connection. But connection is best position,1.0
2024-01-28,Mandar Parab,Getting crashed,1.0
2024-01-28,Chetan Singh,Not open this app,4.0
2024-01-28,BHAVAN SINGH SINGH,Good,4.0
2024-01-28,abdul rahman khan,App not open. Every time show network issue. Even all other application running. Please fix the bug. ASAP,1.0
2024-01-28,Hiren Vekariya,"Useless App. I tried to login with mobile number, it pop ups with create new abha even if already have. I tried other options but it doesn't get login. It shows no authentication with selected option and return back to same screen. Very frustrating. The government schemes have very poor services.",1.0
2024-01-28,Keshav Ahlawat,Application not open. Error,1.0
2024-01-28,Talib Hussain,Easy and best for the nation.,5.0
2024-01-28,shiv maurya,Very,5.0
2024-01-28,Mohammad Ibrahim,I am not able to open the app as I face network issue. Further I want to know whether I can register all family members in the same app,1.0
2024-01-28,CHANDU SRINIVASA RAO,App is not opening even on mobile network and wifi also... . .,1.0
2024-01-28,Asrar Afridi,Ok,3.0
2024-01-28,MANAS KUMAR BHADRA,App didn't open,1.0
2024-01-28,Naina Gupta,Not even opening,1.0
2024-01-28,Nasir Multani,Very good news,5.0
2024-01-28,Sumita Hati,Not working! Not opening! Can't figure out the problem!,1.0
2024-01-28,Babita Devi,Bed,1.0
2024-01-28,Narsingh Banka,"This is not opened,",1.0
2024-01-27,Dimple Bhat Bhat,nice,5.0
2024-01-27,Pooja Devi,Good app,5.0
2024-01-27,Anish Verma,This thing doesn't even open,1.0
2024-01-27,Rayaz Ahmad,To avoid froud please add transaction Details And Amount balance perwiew or statement of expenditure visible to customner in App so that a customer can know that what is going on with his Golden Card Account. To avoid inconvenince to general public please direct Agency operators to open Mininmun 5 counter for medicine delivery as it creats trouble to customer many agency operators in kashmir are using One and two counter which results in huge gathering hence they waste the previous Time.,3.0
2024-01-27,Arvind Tilas Contacter,Nice,5.0
2024-01-27,only once fassak,Jagan gadu patients ki bokka lo Vanni pettadu,1.0
2024-01-27,Manjunath C R,On clicking menu icon profile photo shown of persons photo,1.0
2024-01-27,Raina Farooq,Nice,5.0
2024-01-27,Shivnarayan Bisht,Nice,5.0
2024-01-27,Dr. Jigar Pandya,It keeps on crashing continuously. Doesn't even start.,1.0
2024-01-27,lodagajja lodagajja,Sometimes it will not work properly,1.0
2024-01-27,Aadii Bhat,Not working at any time,1.0
2024-01-27,Chelaramji devasi Devasi,No response from app,1.0
2024-01-27,Ganesh Rawat,App is now not open surprise,2.0
2024-01-27,Kundal Dusane,My app also not working,1.0
2024-01-27,amjad maniyar,App is not working please fix the problem ASAP,4.0
2024-01-27,Muskan Shaikh,Ok,4.0
2024-01-27,Aryan Untold Words,Not Working,1.0
2024-01-27,N G R,Not opening,1.0
2024-01-27,BEELA ARJUNA,Good,5.0
2024-01-27,Janmanjoy Giri,Bad,1.0
2024-01-27,kumar upendra,Useless hai,1.0
2024-01-27,Shyama Thapta,Very usefull app,4.0
2024-01-27,Aqibhussain 123,Its too much better,5.0
2024-01-27,Rock Studio,not working properly,1.0
2024-01-27,Rajesh Kumar,🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂😆😆😆😆😆😆🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣...app developer hope you understood my feelings.....,1.0
2024-01-27,Ramchandra Dohar,Good working,5.0
2024-01-27,Imanuel Pulamte,Good,4.0
2024-01-27,vishal Singh,Good,4.0
2024-01-27,KOLAMURI masthan KOLAMURI masthan,Not open,2.0
2024-01-27,mohan naidu,"The app dosent start .An active dialog box is show update app.When click downlod button shown, it navigate to me playstore again .app updated and install also .When i click open button its return navigate to me playstre.the app just freezes on the splsh screen .what happen it.",3.0
2024-01-27,Mohinder Saini,It not opening in my phone . Showing it can't open due to network issues,1.0
2024-01-27,Meer Irfan,Useless app it always shows unable to start up due to network connection,1.0
2024-01-27,Sahil,Not working,1.0
2024-01-27,Sahil Ingle,Unable to start app due to network connection. even tho I have working Internet Connection.,1.0
2024-01-27,Zargar Rameez,For couple of days this aap shows unable to start app due to network problem ...........worest services,1.0
2024-01-27,vigneshwari verman,Good,4.0
2024-01-27,Dar Shabir,Aap was working fine but after few days i tried to open and it shows network issue and can't open by many times.,1.0
2024-01-27,wani sameer,App is not working don't know what happen when ever government IT DEPARTMENT make app it always start leggings...by the way this app is showing app not open network problem...,1.0
2024-01-27,Ramesh Kumar,"Why, almost all government services are worst. This app is not opening at all. Showing connectivity issue though my mobile is connected to the wifi.",1.0
2024-01-27,Shafik Shaikh,Unable to open app,1.0
2024-01-27,BiharWallah,"Very very bad app, it doesn't work properly.",1.0
2024-01-27,MUZAFFER AHMAD LONE,Zero application login problem,1.0
2024-01-27,syantan Dey,Poor application unable to start due to app is not working,1.0
2024-01-27,Jonito Melroy D'silva,"Can someone someone explain to me how to open this app this app does not open only it's showing"" network connection is not available"" but my net is working",1.0
2024-01-27,Alikhan PK,App is not working,1.0
2024-01-27,AK 47 My Life (AK47 Royal Attitude),"This app not working , network issue",1.0
2024-01-27,hina shah,Not open due to net work problem,1.0
2024-01-27,Tajamul Irshad,Very bad it shows unable to connect network please try again not only for me even all of who use it I have 5g but also it shows unable connect Solve this immediately before we go customer support,1.0
2024-01-27,Bandu Gaikwad,Best,3.0
2024-01-27,Prince kasaudhan,It is not working. I installed the updated version still it is not working. Useless app,1.0
2024-01-26,Vikas Rajput Vk is the best,Mast,5.0
2024-01-26,Naveensantosh Kumar,Good,5.0
2024-01-26,DINESH BANJARA,Abha app is very good👍,5.0
2024-01-26,madhankumar dusi2016,Excellent service,5.0
2024-01-26,Jaydip Lodhiya,Good,5.0
2024-01-26,Arikatla Balakrishna,Useful,5.0
2024-01-26,DANISH BHAT,Not working,2.0
2024-01-26,Rajat Kumar Mehta,"Can't even start the app. Every time I tried, it shows the error message ""Unable to start app due to network connection""",1.0
2024-01-26,devkrishn jadwani,"Sir, It is not open. Many times try. Please help and check what is problems App is not open. Thanks Sir",5.0
2024-01-26,Adil Akram,"Facing some issue from 2days, ""unable to start due to network connection""",1.0
2024-01-26,Nandini creative's,Good,5.0
2024-01-26,Arman Ansari,Mera abha aap chal nahi raha hai,5.0
2024-01-26,venkateshwar rao kadiri,Unable to open. Stating that no internet connection though internet connection is available.,3.0
2024-01-26,uma phaneendra,App doesn't open,1.0
